time_s,beam_id,rnti,dl_mcs,buf_req,alloc_rbg
21.402000,[Sector: 0 elevation: 0.000000],3,25,4997,390
21.402000,[Sector: 0 elevation: 0.000000],2,27,4407,377
21.402000,[Sector: 0 elevation: 0.000000],1,27,4407,377
21.402500,[Sector: 0 elevation: 0.000000],9,27,432,52
21.402500,[Sector: 0 elevation: 0.000000],8,27,432,52
21.402500,[Sector: 0 elevation: 0.000000],7,23,2467,299
21.402500,[Sector: 0 elevation: 0.000000],6,25,1445,156
21.402500,[Sector: 0 elevation: 0.000000],5,27,432,52
21.402500,[Sector: 0 elevation: 0.000000],4,27,432,52
21.402500,[Sector: 0 elevation: 0.000000],3,25,1322,143
21.402500,[Sector: 0 elevation: 0.000000],2,27,565,65
21.402500,[Sector: 0 elevation: 0.000000],1,27,565,65
21.413000,[Sector: 0 elevation: 0.000000],9,21,3085,416
21.413000,[Sector: 0 elevation: 0.000000],8,27,3085,312
21.413000,[Sector: 0 elevation: 0.000000],7,25,1087,117
21.413000,[Sector: 0 elevation: 0.000000],6,23,2141,260
21.413000,[Sector: 0 elevation: 0.000000],5,27,3085,312
21.413000,[Sector: 0 elevation: 0.000000],4,27,3085,312
21.413000,[Sector: 0 elevation: 0.000000],3,27,2264,234
21.413000,[Sector: 0 elevation: 0.000000],2,27,2952,299
21.413000,[Sector: 0 elevation: 0.000000],1,27,2952,299
21.423000,[Sector: 0 elevation: 0.000000],9,17,552,91
21.423000,[Sector: 0 elevation: 0.000000],8,27,552,65
21.423000,[Sector: 0 elevation: 0.000000],5,27,552,65
21.423000,[Sector: 0 elevation: 0.000000],4,27,552,65
21.423000,[Sector: 0 elevation: 0.000000],2,27,552,65
21.423000,[Sector: 0 elevation: 0.000000],1,27,552,65
21.525500,[Sector: 0 elevation: 0.000000],9,23,12224,377
21.525500,[Sector: 0 elevation: 0.000000],8,25,12224,377
21.525500,[Sector: 0 elevation: 0.000000],7,21,12224,390
21.525500,[Sector: 0 elevation: 0.000000],6,23,12224,390
21.525500,[Sector: 0 elevation: 0.000000],5,27,12224,377
21.525500,[Sector: 0 elevation: 0.000000],4,27,12224,377
21.525500,[Sector: 0 elevation: 0.000000],3,25,12224,390
21.525500,[Sector: 0 elevation: 0.000000],2,27,12224,390
21.525500,[Sector: 0 elevation: 0.000000],1,27,12224,390
21.526500,[Sector: 0 elevation: 0.000000],9,23,9045,390
21.526500,[Sector: 0 elevation: 0.000000],8,25,8672,390
21.526500,[Sector: 0 elevation: 0.000000],7,21,9275,390
21.526500,[Sector: 0 elevation: 0.000000],6,23,8935,377
21.526500,[Sector: 0 elevation: 0.000000],5,27,8382,390
21.526500,[Sector: 0 elevation: 0.000000],4,27,8382,390
21.526500,[Sector: 0 elevation: 0.000000],3,25,8549,377
21.526500,[Sector: 0 elevation: 0.000000],2,27,8249,377
21.526500,[Sector: 0 elevation: 0.000000],1,27,8249,377
21.527000,[Sector: 0 elevation: 0.000000],9,23,5756,377
21.527000,[Sector: 0 elevation: 0.000000],8,25,4997,377
21.527000,[Sector: 0 elevation: 0.000000],7,21,6326,377
21.527000,[Sector: 0 elevation: 0.000000],6,23,5756,390
21.527000,[Sector: 0 elevation: 0.000000],5,27,4407,390
21.527000,[Sector: 0 elevation: 0.000000],4,27,4407,377
21.527000,[Sector: 0 elevation: 0.000000],3,25,4997,390
21.527000,[Sector: 0 elevation: 0.000000],2,27,4407,390
21.527000,[Sector: 0 elevation: 0.000000],1,27,4407,390
21.527500,[Sector: 0 elevation: 0.000000],9,23,2577,312
21.527500,[Sector: 0 elevation: 0.000000],8,25,1445,156
21.527500,[Sector: 0 elevation: 0.000000],7,21,3476,468
21.527500,[Sector: 0 elevation: 0.000000],6,23,2467,299
21.527500,[Sector: 0 elevation: 0.000000],5,27,432,52
21.527500,[Sector: 0 elevation: 0.000000],4,27,565,65
21.527500,[Sector: 0 elevation: 0.000000],3,25,1322,143
21.527500,[Sector: 0 elevation: 0.000000],2,27,432,52
21.527500,[Sector: 0 elevation: 0.000000],1,27,432,52
21.539500,[Sector: 0 elevation: 0.000000],9,17,977,169
21.539500,[Sector: 0 elevation: 0.000000],8,27,2141,221
21.539500,[Sector: 0 elevation: 0.000000],7,23,552,78
21.539500,[Sector: 0 elevation: 0.000000],6,15,1087,208
21.539500,[Sector: 0 elevation: 0.000000],5,27,3085,312
21.539500,[Sector: 0 elevation: 0.000000],4,27,2952,299
21.539500,[Sector: 0 elevation: 0.000000],3,27,2264,234
21.539500,[Sector: 0 elevation: 0.000000],2,27,3085,312
21.539500,[Sector: 0 elevation: 0.000000],1,27,3085,312
21.549500,[Sector: 0 elevation: 0.000000],5,27,552,65
21.549500,[Sector: 0 elevation: 0.000000],4,27,552,65
21.549500,[Sector: 0 elevation: 0.000000],2,27,552,65
21.549500,[Sector: 0 elevation: 0.000000],1,27,552,65
21.650500,[Sector: 0 elevation: 0.000000],9,15,12224,390
21.650500,[Sector: 0 elevation: 0.000000],8,27,12224,390
21.650500,[Sector: 0 elevation: 0.000000],7,23,12224,390
21.650500,[Sector: 0 elevation: 0.000000],6,15,12224,390
21.650500,[Sector: 0 elevation: 0.000000],5,27,12224,377
21.650500,[Sector: 0 elevation: 0.000000],4,27,12224,377
21.650500,[Sector: 0 elevation: 0.000000],3,25,12224,390
21.650500,[Sector: 0 elevation: 0.000000],2,27,12224,377
21.650500,[Sector: 0 elevation: 0.000000],1,27,12224,377
21.651500,[Sector: 0 elevation: 0.000000],9,15,10141,377
21.651500,[Sector: 0 elevation: 0.000000],8,27,8249,377
21.651500,[Sector: 0 elevation: 0.000000],7,23,8935,390
21.651500,[Sector: 0 elevation: 0.000000],6,15,10141,377
21.651500,[Sector: 0 elevation: 0.000000],5,27,8382,390
21.651500,[Sector: 0 elevation: 0.000000],4,27,8382,390
21.651500,[Sector: 0 elevation: 0.000000],3,25,8549,377
21.651500,[Sector: 0 elevation: 0.000000],2,27,8382,390
21.651500,[Sector: 0 elevation: 0.000000],1,27,8382,390
21.652000,[Sector: 0 elevation: 0.000000],9,15,8128,390
21.652000,[Sector: 0 elevation: 0.000000],8,27,4407,390
21.652000,[Sector: 0 elevation: 0.000000],7,23,5646,377
21.652000,[Sector: 0 elevation: 0.000000],6,15,8128,390
21.652000,[Sector: 0 elevation: 0.000000],5,27,4407,377
21.652000,[Sector: 0 elevation: 0.000000],4,27,4407,390
21.652000,[Sector: 0 elevation: 0.000000],3,25,4997,390
21.652000,[Sector: 0 elevation: 0.000000],2,27,4407,377
21.652000,[Sector: 0 elevation: 0.000000],1,27,4407,377
21.652500,[Sector: 0 elevation: 0.000000],9,15,6045,1131
21.652500,[Sector: 0 elevation: 0.000000],8,27,432,52
21.652500,[Sector: 0 elevation: 0.000000],7,23,2467,299
21.652500,[Sector: 0 elevation: 0.000000],6,15,6045,1131
21.652500,[Sector: 0 elevation: 0.000000],5,27,565,65
21.652500,[Sector: 0 elevation: 0.000000],4,27,432,52
21.652500,[Sector: 0 elevation: 0.000000],3,25,1322,143
21.652500,[Sector: 0 elevation: 0.000000],2,27,565,65
21.652500,[Sector: 0 elevation: 0.000000],1,27,565,65
21.653000,[Sector: 0 elevation: 0.000000],9,15,10,13
21.653000,[Sector: 0 elevation: 0.000000],6,15,10,13
21.662500,[Sector: 0 elevation: 0.000000],8,27,3085,312
21.662500,[Sector: 0 elevation: 0.000000],7,25,1087,117
21.662500,[Sector: 0 elevation: 0.000000],5,27,2952,299
21.662500,[Sector: 0 elevation: 0.000000],4,27,3085,312
21.662500,[Sector: 0 elevation: 0.000000],3,27,2264,234
21.662500,[Sector: 0 elevation: 0.000000],2,27,2952,299
21.662500,[Sector: 0 elevation: 0.000000],1,27,2952,299
21.663000,[Sector: 0 elevation: 0.000000],9,27,3547,351
21.663000,[Sector: 0 elevation: 0.000000],6,27,3547,351
21.672500,[Sector: 0 elevation: 0.000000],8,27,552,65
21.672500,[Sector: 0 elevation: 0.000000],5,27,552,65
21.672500,[Sector: 0 elevation: 0.000000],4,27,552,65
21.672500,[Sector: 0 elevation: 0.000000],2,27,552,65
21.672500,[Sector: 0 elevation: 0.000000],1,27,552,65
21.673000,[Sector: 0 elevation: 0.000000],9,25,552,65
21.673000,[Sector: 0 elevation: 0.000000],6,25,552,65
21.775500,[Sector: 0 elevation: 0.000000],9,27,12224,377
21.775500,[Sector: 0 elevation: 0.000000],8,27,12224,377
21.775500,[Sector: 0 elevation: 0.000000],7,25,12224,390
21.775500,[Sector: 0 elevation: 0.000000],6,25,12224,377
21.775500,[Sector: 0 elevation: 0.000000],5,27,12224,390
21.775500,[Sector: 0 elevation: 0.000000],4,27,12224,377
21.775500,[Sector: 0 elevation: 0.000000],3,27,12224,390
21.775500,[Sector: 0 elevation: 0.000000],2,27,12224,390
21.775500,[Sector: 0 elevation: 0.000000],1,27,12224,390
21.776500,[Sector: 0 elevation: 0.000000],9,27,8382,390
21.776500,[Sector: 0 elevation: 0.000000],8,27,8382,390
21.776500,[Sector: 0 elevation: 0.000000],7,25,8549,390
21.776500,[Sector: 0 elevation: 0.000000],6,25,8672,390
21.776500,[Sector: 0 elevation: 0.000000],5,27,8249,377
21.776500,[Sector: 0 elevation: 0.000000],4,27,8382,390
21.776500,[Sector: 0 elevation: 0.000000],3,27,8249,377
21.776500,[Sector: 0 elevation: 0.000000],2,27,8249,377
21.776500,[Sector: 0 elevation: 0.000000],1,27,8249,377
21.777000,[Sector: 0 elevation: 0.000000],9,27,4407,377
21.777000,[Sector: 0 elevation: 0.000000],8,27,4407,390
21.777000,[Sector: 0 elevation: 0.000000],7,25,4874,377
21.777000,[Sector: 0 elevation: 0.000000],6,25,4997,377
21.777000,[Sector: 0 elevation: 0.000000],5,27,4407,390
21.777000,[Sector: 0 elevation: 0.000000],4,27,4407,377
21.777000,[Sector: 0 elevation: 0.000000],3,27,4407,390
21.777000,[Sector: 0 elevation: 0.000000],2,27,4407,390
21.777000,[Sector: 0 elevation: 0.000000],1,27,4407,390
21.777500,[Sector: 0 elevation: 0.000000],9,27,565,65
21.777500,[Sector: 0 elevation: 0.000000],8,27,432,52
21.777500,[Sector: 0 elevation: 0.000000],7,25,1322,143
21.777500,[Sector: 0 elevation: 0.000000],6,25,1445,156
21.777500,[Sector: 0 elevation: 0.000000],5,27,432,52
21.777500,[Sector: 0 elevation: 0.000000],4,27,565,65
21.777500,[Sector: 0 elevation: 0.000000],3,27,432,52
21.777500,[Sector: 0 elevation: 0.000000],2,27,432,52
21.777500,[Sector: 0 elevation: 0.000000],1,27,432,52
21.789000,[Sector: 0 elevation: 0.000000],9,27,2952,299
21.789000,[Sector: 0 elevation: 0.000000],8,25,3085,338
21.789000,[Sector: 0 elevation: 0.000000],7,17,2264,377
21.789000,[Sector: 0 elevation: 0.000000],6,25,2141,234
21.789000,[Sector: 0 elevation: 0.000000],5,27,3085,312
21.789000,[Sector: 0 elevation: 0.000000],4,27,2952,299
21.789000,[Sector: 0 elevation: 0.000000],3,25,3085,338
21.789000,[Sector: 0 elevation: 0.000000],2,27,3085,312
21.789000,[Sector: 0 elevation: 0.000000],1,27,3085,312
21.799000,[Sector: 0 elevation: 0.000000],9,25,552,65
21.799000,[Sector: 0 elevation: 0.000000],8,27,552,65
21.799000,[Sector: 0 elevation: 0.000000],5,27,552,65
21.799000,[Sector: 0 elevation: 0.000000],4,27,552,65
21.799000,[Sector: 0 elevation: 0.000000],3,25,552,65
21.799000,[Sector: 0 elevation: 0.000000],2,27,552,65
21.799000,[Sector: 0 elevation: 0.000000],1,27,552,65
21.900500,[Sector: 0 elevation: 0.000000],9,25,12224,390
21.900500,[Sector: 0 elevation: 0.000000],8,25,12224,377
21.900500,[Sector: 0 elevation: 0.000000],7,17,12224,390
21.900500,[Sector: 0 elevation: 0.000000],6,17,12224,390
21.900500,[Sector: 0 elevation: 0.000000],5,27,12224,377
21.900500,[Sector: 0 elevation: 0.000000],4,27,12224,390
21.900500,[Sector: 0 elevation: 0.000000],3,27,12224,377
21.900500,[Sector: 0 elevation: 0.000000],2,27,12224,390
21.900500,[Sector: 0 elevation: 0.000000],1,27,12224,377
21.901500,[Sector: 0 elevation: 0.000000],9,25,8549,377
21.901500,[Sector: 0 elevation: 0.000000],8,25,8672,390
21.901500,[Sector: 0 elevation: 0.000000],7,17,9822,377
21.901500,[Sector: 0 elevation: 0.000000],6,17,9822,390
21.901500,[Sector: 0 elevation: 0.000000],5,27,8382,390
21.901500,[Sector: 0 elevation: 0.000000],4,27,8249,377
21.901500,[Sector: 0 elevation: 0.000000],3,27,8382,390
21.901500,[Sector: 0 elevation: 0.000000],2,27,8249,377
21.901500,[Sector: 0 elevation: 0.000000],1,27,8382,390
21.902000,[Sector: 0 elevation: 0.000000],9,25,4997,390
21.902000,[Sector: 0 elevation: 0.000000],8,25,4997,377
21.902000,[Sector: 0 elevation: 0.000000],7,17,7501,390
21.902000,[Sector: 0 elevation: 0.000000],6,17,7420,377
21.902000,[Sector: 0 elevation: 0.000000],5,27,4407,377
21.902000,[Sector: 0 elevation: 0.000000],4,27,4407,390
21.902000,[Sector: 0 elevation: 0.000000],3,27,4407,377
21.902000,[Sector: 0 elevation: 0.000000],2,27,4407,390
21.902000,[Sector: 0 elevation: 0.000000],1,27,4407,390
21.902500,[Sector: 0 elevation: 0.000000],9,25,1322,143
21.902500,[Sector: 0 elevation: 0.000000],8,25,1445,156
21.902500,[Sector: 0 elevation: 0.000000],7,17,5099,832
21.902500,[Sector: 0 elevation: 0.000000],6,17,5099,832
21.902500,[Sector: 0 elevation: 0.000000],5,27,565,65
21.902500,[Sector: 0 elevation: 0.000000],4,27,432,52
21.902500,[Sector: 0 elevation: 0.000000],3,27,565,65
21.902500,[Sector: 0 elevation: 0.000000],2,27,432,52
21.902500,[Sector: 0 elevation: 0.000000],1,27,432,52
21.912500,[Sector: 0 elevation: 0.000000],9,13,2264,507
21.912500,[Sector: 0 elevation: 0.000000],8,27,2141,221
21.912500,[Sector: 0 elevation: 0.000000],7,25,552,65
21.912500,[Sector: 0 elevation: 0.000000],6,17,552,91
21.912500,[Sector: 0 elevation: 0.000000],5,27,2952,299
21.912500,[Sector: 0 elevation: 0.000000],4,27,3085,312
21.912500,[Sector: 0 elevation: 0.000000],3,13,2952,663
21.912500,[Sector: 0 elevation: 0.000000],2,27,3085,312
21.912500,[Sector: 0 elevation: 0.000000],1,27,3085,312
21.922500,[Sector: 0 elevation: 0.000000],5,27,552,65
21.922500,[Sector: 0 elevation: 0.000000],4,27,552,65
21.922500,[Sector: 0 elevation: 0.000000],3,27,552,65
21.922500,[Sector: 0 elevation: 0.000000],2,27,552,65
21.922500,[Sector: 0 elevation: 0.000000],1,27,552,65
22.025500,[Sector: 0 elevation: 0.000000],9,15,12224,390
22.025500,[Sector: 0 elevation: 0.000000],8,27,12224,390
22.025500,[Sector: 0 elevation: 0.000000],7,23,12224,390
22.025500,[Sector: 0 elevation: 0.000000],6,15,12224,390
22.025500,[Sector: 0 elevation: 0.000000],5,27,12224,390
22.025500,[Sector: 0 elevation: 0.000000],4,27,12224,377
22.025500,[Sector: 0 elevation: 0.000000],3,27,12224,377
22.025500,[Sector: 0 elevation: 0.000000],2,27,12224,377
22.025500,[Sector: 0 elevation: 0.000000],1,27,12224,377
22.026500,[Sector: 0 elevation: 0.000000],9,15,10141,377
22.026500,[Sector: 0 elevation: 0.000000],8,27,8249,377
22.026500,[Sector: 0 elevation: 0.000000],7,23,8935,390
22.026500,[Sector: 0 elevation: 0.000000],6,15,10141,377
22.026500,[Sector: 0 elevation: 0.000000],5,27,8249,377
22.026500,[Sector: 0 elevation: 0.000000],4,27,8382,390
22.026500,[Sector: 0 elevation: 0.000000],3,27,8382,390
22.026500,[Sector: 0 elevation: 0.000000],2,27,8382,390
22.026500,[Sector: 0 elevation: 0.000000],1,27,8382,390
22.027000,[Sector: 0 elevation: 0.000000],9,15,8128,390
22.027000,[Sector: 0 elevation: 0.000000],8,27,4407,390
22.027000,[Sector: 0 elevation: 0.000000],7,23,5646,377
22.027000,[Sector: 0 elevation: 0.000000],6,15,8128,390
22.027000,[Sector: 0 elevation: 0.000000],5,27,4407,390
22.027000,[Sector: 0 elevation: 0.000000],4,27,4407,390
22.027000,[Sector: 0 elevation: 0.000000],3,27,4407,377
22.027000,[Sector: 0 elevation: 0.000000],2,27,4407,377
22.027000,[Sector: 0 elevation: 0.000000],1,27,4407,377
22.027500,[Sector: 0 elevation: 0.000000],9,15,6045,1131
22.027500,[Sector: 0 elevation: 0.000000],8,27,432,52
22.027500,[Sector: 0 elevation: 0.000000],7,23,2467,299
22.027500,[Sector: 0 elevation: 0.000000],6,15,6045,1131
22.027500,[Sector: 0 elevation: 0.000000],5,27,432,52
22.027500,[Sector: 0 elevation: 0.000000],4,27,432,52
22.027500,[Sector: 0 elevation: 0.000000],3,27,565,65
22.027500,[Sector: 0 elevation: 0.000000],2,27,565,65
22.027500,[Sector: 0 elevation: 0.000000],1,27,565,65
22.028000,[Sector: 0 elevation: 0.000000],9,15,10,13
22.028000,[Sector: 0 elevation: 0.000000],6,15,10,13
22.037500,[Sector: 0 elevation: 0.000000],8,27,3085,312
22.037500,[Sector: 0 elevation: 0.000000],7,17,1087,182
22.037500,[Sector: 0 elevation: 0.000000],5,27,3085,312
22.037500,[Sector: 0 elevation: 0.000000],4,27,3085,312
22.037500,[Sector: 0 elevation: 0.000000],3,27,2952,299
22.037500,[Sector: 0 elevation: 0.000000],2,27,2952,299
22.037500,[Sector: 0 elevation: 0.000000],1,27,2952,299
22.038000,[Sector: 0 elevation: 0.000000],9,27,3547,351
22.038000,[Sector: 0 elevation: 0.000000],6,27,3547,351
22.047500,[Sector: 0 elevation: 0.000000],8,27,552,65
22.047500,[Sector: 0 elevation: 0.000000],5,27,552,65
22.047500,[Sector: 0 elevation: 0.000000],4,27,552,65
22.047500,[Sector: 0 elevation: 0.000000],3,25,552,65
22.047500,[Sector: 0 elevation: 0.000000],2,27,552,65
22.047500,[Sector: 0 elevation: 0.000000],1,27,552,65
22.048000,[Sector: 0 elevation: 0.000000],9,25,552,65
22.048000,[Sector: 0 elevation: 0.000000],6,25,552,65
22.150500,[Sector: 0 elevation: 0.000000],9,27,12224,377
22.150500,[Sector: 0 elevation: 0.000000],8,27,12224,390
22.150500,[Sector: 0 elevation: 0.000000],7,17,12224,390
22.150500,[Sector: 0 elevation: 0.000000],6,25,12224,377
22.150500,[Sector: 0 elevation: 0.000000],5,27,12224,377
22.150500,[Sector: 0 elevation: 0.000000],4,27,12224,377
22.150500,[Sector: 0 elevation: 0.000000],3,27,12224,390
22.150500,[Sector: 0 elevation: 0.000000],2,27,12224,390
22.150500,[Sector: 0 elevation: 0.000000],1,27,12224,390
22.151500,[Sector: 0 elevation: 0.000000],9,27,8382,390
22.151500,[Sector: 0 elevation: 0.000000],8,27,8249,377
22.151500,[Sector: 0 elevation: 0.000000],7,17,9822,390
22.151500,[Sector: 0 elevation: 0.000000],6,25,8672,390
22.151500,[Sector: 0 elevation: 0.000000],5,27,8382,390
22.151500,[Sector: 0 elevation: 0.000000],4,27,8382,390
22.151500,[Sector: 0 elevation: 0.000000],3,27,8249,377
22.151500,[Sector: 0 elevation: 0.000000],2,27,8249,377
22.151500,[Sector: 0 elevation: 0.000000],1,27,8249,377
22.152000,[Sector: 0 elevation: 0.000000],9,27,4407,377
22.152000,[Sector: 0 elevation: 0.000000],8,27,4407,390
22.152000,[Sector: 0 elevation: 0.000000],7,17,7420,377
22.152000,[Sector: 0 elevation: 0.000000],6,25,4997,377
22.152000,[Sector: 0 elevation: 0.000000],5,27,4407,390
22.152000,[Sector: 0 elevation: 0.000000],4,27,4407,377
22.152000,[Sector: 0 elevation: 0.000000],3,27,4407,390
22.152000,[Sector: 0 elevation: 0.000000],2,27,4407,390
22.152000,[Sector: 0 elevation: 0.000000],1,27,4407,390
22.152500,[Sector: 0 elevation: 0.000000],9,27,565,65
22.152500,[Sector: 0 elevation: 0.000000],8,27,432,52
22.152500,[Sector: 0 elevation: 0.000000],7,17,5099,832
22.152500,[Sector: 0 elevation: 0.000000],6,25,1445,156
22.152500,[Sector: 0 elevation: 0.000000],5,27,432,52
22.152500,[Sector: 0 elevation: 0.000000],4,27,565,65
22.152500,[Sector: 0 elevation: 0.000000],3,27,432,52
22.152500,[Sector: 0 elevation: 0.000000],2,27,432,52
22.152500,[Sector: 0 elevation: 0.000000],1,27,432,52
22.162500,[Sector: 0 elevation: 0.000000],9,27,2952,299
22.162500,[Sector: 0 elevation: 0.000000],8,25,3085,338
22.162500,[Sector: 0 elevation: 0.000000],7,17,552,91
22.162500,[Sector: 0 elevation: 0.000000],6,23,2141,260
22.162500,[Sector: 0 elevation: 0.000000],5,27,3085,312
22.162500,[Sector: 0 elevation: 0.000000],4,27,2952,299
22.162500,[Sector: 0 elevation: 0.000000],3,27,3085,312
22.162500,[Sector: 0 elevation: 0.000000],2,27,3085,312
22.162500,[Sector: 0 elevation: 0.000000],1,27,3085,312
22.172500,[Sector: 0 elevation: 0.000000],9,25,552,65
22.172500,[Sector: 0 elevation: 0.000000],8,27,552,65
22.172500,[Sector: 0 elevation: 0.000000],5,27,552,65
22.172500,[Sector: 0 elevation: 0.000000],4,27,552,65
22.172500,[Sector: 0 elevation: 0.000000],3,25,552,65
22.172500,[Sector: 0 elevation: 0.000000],2,27,552,65
22.172500,[Sector: 0 elevation: 0.000000],1,27,552,65
22.275500,[Sector: 0 elevation: 0.000000],9,25,12224,390
22.275500,[Sector: 0 elevation: 0.000000],8,25,12224,377
22.275500,[Sector: 0 elevation: 0.000000],7,23,12224,390
22.275500,[Sector: 0 elevation: 0.000000],6,23,12224,390
22.275500,[Sector: 0 elevation: 0.000000],5,27,12224,377
22.275500,[Sector: 0 elevation: 0.000000],4,27,12224,390
22.275500,[Sector: 0 elevation: 0.000000],3,25,12224,377
22.275500,[Sector: 0 elevation: 0.000000],2,27,12224,390
22.275500,[Sector: 0 elevation: 0.000000],1,27,12224,377
22.276500,[Sector: 0 elevation: 0.000000],9,25,8549,377
22.276500,[Sector: 0 elevation: 0.000000],8,25,8672,390
22.276500,[Sector: 0 elevation: 0.000000],7,23,8935,390
22.276500,[Sector: 0 elevation: 0.000000],6,23,8935,377
22.276500,[Sector: 0 elevation: 0.000000],5,27,8382,390
22.276500,[Sector: 0 elevation: 0.000000],4,27,8249,377
22.276500,[Sector: 0 elevation: 0.000000],3,25,8672,390
22.276500,[Sector: 0 elevation: 0.000000],2,27,8249,377
22.276500,[Sector: 0 elevation: 0.000000],1,27,8382,390
22.277000,[Sector: 0 elevation: 0.000000],9,25,4997,390
22.277000,[Sector: 0 elevation: 0.000000],8,25,4997,377
22.277000,[Sector: 0 elevation: 0.000000],7,23,5646,377
22.277000,[Sector: 0 elevation: 0.000000],6,23,5756,390
22.277000,[Sector: 0 elevation: 0.000000],5,27,4407,377
22.277000,[Sector: 0 elevation: 0.000000],4,27,4407,390
22.277000,[Sector: 0 elevation: 0.000000],3,25,4997,377
22.277000,[Sector: 0 elevation: 0.000000],2,27,4407,390
22.277000,[Sector: 0 elevation: 0.000000],1,27,4407,390
22.277500,[Sector: 0 elevation: 0.000000],9,25,1322,143
22.277500,[Sector: 0 elevation: 0.000000],8,25,1445,156
22.277500,[Sector: 0 elevation: 0.000000],7,23,2467,299
22.277500,[Sector: 0 elevation: 0.000000],6,23,2467,299
22.277500,[Sector: 0 elevation: 0.000000],5,27,565,65
22.277500,[Sector: 0 elevation: 0.000000],4,27,432,52
22.277500,[Sector: 0 elevation: 0.000000],3,25,1445,156
22.277500,[Sector: 0 elevation: 0.000000],2,27,432,52
22.277500,[Sector: 0 elevation: 0.000000],1,27,432,52
22.289500,[Sector: 0 elevation: 0.000000],9,17,2264,377
22.289500,[Sector: 0 elevation: 0.000000],8,27,2141,221
22.289500,[Sector: 0 elevation: 0.000000],7,17,1087,182
22.289500,[Sector: 0 elevation: 0.000000],6,23,1087,130
22.289500,[Sector: 0 elevation: 0.000000],5,27,2952,299
22.289500,[Sector: 0 elevation: 0.000000],4,27,3085,312
22.289500,[Sector: 0 elevation: 0.000000],3,27,2141,221
22.289500,[Sector: 0 elevation: 0.000000],2,27,3085,312
22.289500,[Sector: 0 elevation: 0.000000],1,27,3085,312
22.299500,[Sector: 0 elevation: 0.000000],5,27,552,65
22.299500,[Sector: 0 elevation: 0.000000],4,27,552,65
22.299500,[Sector: 0 elevation: 0.000000],2,27,552,65
22.299500,[Sector: 0 elevation: 0.000000],1,27,552,65
22.400500,[Sector: 0 elevation: 0.000000],9,23,12224,390
22.400500,[Sector: 0 elevation: 0.000000],8,27,12224,390
22.400500,[Sector: 0 elevation: 0.000000],7,15,12224,390
22.400500,[Sector: 0 elevation: 0.000000],6,13,12224,390
22.400500,[Sector: 0 elevation: 0.000000],5,27,12224,377
22.400500,[Sector: 0 elevation: 0.000000],4,27,12224,377
22.400500,[Sector: 0 elevation: 0.000000],3,25,12224,390
22.400500,[Sector: 0 elevation: 0.000000],2,27,12224,377
22.400500,[Sector: 0 elevation: 0.000000],1,27,12224,377
22.401500,[Sector: 0 elevation: 0.000000],9,23,8935,377
22.401500,[Sector: 0 elevation: 0.000000],8,27,8249,377
22.401500,[Sector: 0 elevation: 0.000000],7,15,10141,377
22.401500,[Sector: 0 elevation: 0.000000],6,13,10463,390
22.401500,[Sector: 0 elevation: 0.000000],5,27,8382,390
22.401500,[Sector: 0 elevation: 0.000000],4,27,8382,390
22.401500,[Sector: 0 elevation: 0.000000],3,25,8549,377
22.401500,[Sector: 0 elevation: 0.000000],2,27,8382,390
22.401500,[Sector: 0 elevation: 0.000000],1,27,8382,390
22.402000,[Sector: 0 elevation: 0.000000],9,23,5756,390
22.402000,[Sector: 0 elevation: 0.000000],8,27,4407,390
22.402000,[Sector: 0 elevation: 0.000000],7,15,8128,390
22.402000,[Sector: 0 elevation: 0.000000],6,13,8702,377
22.402000,[Sector: 0 elevation: 0.000000],5,27,4407,390
22.402000,[Sector: 0 elevation: 0.000000],4,27,4407,377
22.402000,[Sector: 0 elevation: 0.000000],3,25,4997,390
22.402000,[Sector: 0 elevation: 0.000000],2,27,4407,377
22.402000,[Sector: 0 elevation: 0.000000],1,27,4407,377
22.402500,[Sector: 0 elevation: 0.000000],9,23,2467,299
22.402500,[Sector: 0 elevation: 0.000000],8,27,432,52
22.402500,[Sector: 0 elevation: 0.000000],7,15,6045,1131
22.402500,[Sector: 0 elevation: 0.000000],6,13,7000,1547
22.402500,[Sector: 0 elevation: 0.000000],5,27,432,52
22.402500,[Sector: 0 elevation: 0.000000],4,27,565,65
22.402500,[Sector: 0 elevation: 0.000000],3,25,1322,143
22.402500,[Sector: 0 elevation: 0.000000],2,27,565,65
22.402500,[Sector: 0 elevation: 0.000000],1,27,565,65
22.403000,[Sector: 0 elevation: 0.000000],7,15,10,13
22.403000,[Sector: 0 elevation: 0.000000],6,13,10,13
22.413000,[Sector: 0 elevation: 0.000000],9,17,1087,182
22.413000,[Sector: 0 elevation: 0.000000],8,27,3085,312
22.413000,[Sector: 0 elevation: 0.000000],7,27,3547,351
22.413000,[Sector: 0 elevation: 0.000000],6,27,3558,351
22.413000,[Sector: 0 elevation: 0.000000],5,25,3085,338
22.413000,[Sector: 0 elevation: 0.000000],4,27,2952,299
22.413000,[Sector: 0 elevation: 0.000000],3,25,2264,247
22.413000,[Sector: 0 elevation: 0.000000],2,27,2952,299
22.413000,[Sector: 0 elevation: 0.000000],1,27,2952,299
22.423000,[Sector: 0 elevation: 0.000000],8,27,552,65
22.423000,[Sector: 0 elevation: 0.000000],7,23,552,78
22.423000,[Sector: 0 elevation: 0.000000],6,17,552,91
22.423000,[Sector: 0 elevation: 0.000000],5,27,552,65
